failed_ticker,timestamp
NVNI,2025-08-20 00:23:51
RUN,2025-08-20 00:23:51
ENPH,2025-08-20 00:23:51
BOKF,2025-08-20 00:23:51
LULU,2025-08-20 00:23:51
MAT,2025-08-20 00:23:51
NU,2025-08-20 00:23:51
OMCL,2025-08-20 00:23:51
ACN,2025-08-20 00:23:51
BNTX,2025-08-20 00:23:51
SMCI,2025-08-20 00:23:51
MEOH,2025-08-20 00:23:51
PTCT,2025-08-20 00:23:51
CRBU,2025-08-20 00:23:51
HTHT,2025-08-20 00:23:51
PAL,2025-08-20 00:23:51
PECO,2025-08-20 00:23:51
SFM,2025-08-20 00:23:51
STOK,2025-08-20 00:23:51
TEVA,2025-08-20 00:23:51
TLPH,2025-08-20 00:23:51
TSHA,2025-08-20 00:23:51
VERA,2025-08-20 00:23:51
ZIM,2025-08-20 00:23:51
ZION,2025-08-20 00:23:51
EXTR,2025-08-20 00:23:51
GWAV,2025-08-20 00:23:51
HALO,2025-08-20 00:23:51
TMUS,2025-08-20 00:23:51
YMM,2025-08-20 00:23:51
BTBT,2025-08-20 00:23:51
RKLB,2025-08-20 00:23:51
RPRX,2025-08-20 00:23:51
NOK,2025-08-20 00:23:51
AFL,2025-08-20 00:23:51
IQ,2025-08-20 00:23:51
KTB,2025-08-20 00:23:51
DVAX,2025-08-20 00:23:51
ACGL,2025-08-20 00:23:51
IONQ,2025-08-20 00:23:51
SNAP,2025-08-20 00:23:51
FFIN,2025-08-20 00:23:51
MLTX,2025-08-20 00:23:51
AMBA,2025-08-20 00:23:51
ARE,2025-08-20 00:23:51
CROX,2025-08-20 00:23:51
DHI,2025-08-20 00:23:51
PDYN,2025-08-20 00:23:51
OSCR,2025-08-20 00:23:51
IONS,2025-08-20 00:23:51
WB,2025-08-20 00:23:51
CLH,2025-08-20 00:23:51
BGC,2025-08-20 00:23:51
CCK,2025-08-20 00:23:51
ASPI,2025-08-20 00:23:51
ROIV,2025-08-20 00:23:51
ISRG,2025-08-20 00:23:51
TRI,2025-08-20 00:23:51
NVMI,2025-08-20 00:23:51
NWE,2025-08-20 00:23:51
TZUP,2025-08-20 00:23:51
B,2025-08-20 00:23:51
BEAM,2025-08-20 00:23:51
WLGS,2025-08-20 00:23:51
EDU,2025-08-20 00:23:51
TAL,2025-08-20 00:23:51
APPN,2025-08-20 00:23:51
ORCL,2025-08-20 00:23:51
AZN,2025-08-20 00:23:51
SIBN,2025-08-20 00:23:51
COIN,2025-08-20 00:23:51
DJT,2025-08-20 00:23:51
ADT,2025-08-20 00:23:51
GNPX,2025-08-20 00:23:51
COGT,2025-08-20 00:23:51
GTLB,2025-08-20 00:23:51
IPG,2025-08-20 00:23:51
AI,2025-08-20 00:23:51
PONY,2025-08-20 00:23:51
HCA,2025-08-20 00:23:51
BTG,2025-08-20 00:23:51
CMCT,2025-08-20 00:23:51
BA,2025-08-20 00:23:51
DOC,2025-08-20 00:23:51
FLYE,2025-08-20 00:23:51
AS,2025-08-20 00:23:51
AVGO,2025-08-20 00:23:51
ONB,2025-08-20 00:23:51
PSIX,2025-08-20 00:23:51
NCLH,2025-08-20 00:23:51
NVO,2025-08-20 00:23:51
IAG,2025-08-20 00:23:51
BILL,2025-08-20 00:23:51
XOM,2025-08-20 00:23:51
VFF,2025-08-20 00:23:51
JBLU,2025-08-20 00:23:51
ALAB,2025-08-20 00:23:51
AAPL,2025-08-20 00:23:51
PODD,2025-08-20 00:23:51
BRKR,2025-08-20 00:23:51
PHLT,2025-08-20 00:23:51
PPC,2025-08-20 00:23:51
T,2025-08-20 00:23:51
TPG,2025-08-20 00:23:51
XYF,2025-08-20 00:23:51
GOOG,2025-08-20 00:23:51
GOOGL,2025-08-20 00:23:51
INTC,2025-08-20 00:23:51
ADI,2025-08-20 00:23:51
SUZ,2025-08-20 00:23:51
AMAT,2025-08-20 00:23:51
BKU,2025-08-20 00:23:51
NABL,2025-08-20 00:23:51
SOFI,2025-08-20 00:23:51
OP,2025-08-20 00:23:51
INFA,2025-08-20 00:23:51
MU,2025-08-20 00:23:51
ALLT,2025-08-20 00:23:51
KHC,2025-08-20 00:23:51
CRNC,2025-08-20 00:23:51
SDGR,2025-08-20 00:23:51
CRSP,2025-08-20 00:23:51
ELAN,2025-08-20 00:23:51
GLOB,2025-08-20 00:23:51
CCEP,2025-08-20 00:23:51
EU,2025-08-20 00:23:51
IBOC,2025-08-20 00:23:51
TFSL,2025-08-20 00:23:51
CISO,2025-08-20 00:23:51
ELVN,2025-08-20 00:23:51
ENTO,2025-08-20 00:23:51
KTOS,2025-08-20 00:23:51
LOGI,2025-08-20 00:23:51
ADAP,2025-08-20 00:23:51
QBTS,2025-08-20 00:23:51
HIMS,2025-08-20 00:23:51
CHKP,2025-08-20 00:23:51
CNDT,2025-08-20 00:23:51
UNH,2025-08-20 00:23:51
FTNT,2025-08-20 00:23:51
CVX,2025-08-20 00:23:51
KNSA,2025-08-20 00:23:51
CRMD,2025-08-20 00:23:51
DEO,2025-08-20 00:23:51
GRAB,2025-08-20 00:23:51
W,2025-08-20 00:23:51
AGYS,2025-08-20 00:23:51
ARM,2025-08-20 00:23:51
BIIB,2025-08-20 00:23:51
BTOG,2025-08-20 00:23:51
GNW,2025-08-20 00:23:51
GPUS,2025-08-20 00:23:51
LMAT,2025-08-20 00:23:51
EOSE,2025-08-20 00:23:51
LAES,2025-08-20 00:23:51
NBIS,2025-08-20 00:23:51
BULL,2025-08-20 00:23:51
VIAV,2025-08-20 00:23:51
FDMT,2025-08-20 00:23:51
KRNY,2025-08-20 00:23:51
NMR,2025-08-20 00:23:51
RXRX,2025-08-20 00:23:51
CRWD,2025-08-20 00:23:51
VUZI,2025-08-20 00:23:51
NFLX,2025-08-20 00:23:51
KIM,2025-08-20 00:23:51
META,2025-08-20 00:23:51
NGG,2025-08-20 00:23:51
RGLD,2025-08-20 00:23:51
RGTI,2025-08-20 00:23:51
THC,2025-08-20 00:23:51
TTEK,2025-08-20 00:23:51
TUYA,2025-08-20 00:23:51
UNIT,2025-08-20 00:23:51
YORW,2025-08-20 00:23:51
GXAI,2025-08-20 00:23:51
IOVA,2025-08-20 00:23:51
SUPX,2025-08-20 00:23:51
SITC,2025-08-20 00:23:51
CART,2025-08-20 00:23:51
NTAP,2025-08-20 00:23:51
CCB,2025-08-20 00:23:51
BKH,2025-08-20 00:23:51
REG,2025-08-20 00:23:51
NIU,2025-08-20 00:23:51
CISS,2025-08-20 00:23:51
DRS,2025-08-20 00:23:51
QSI,2025-08-20 00:23:51
COO,2025-08-20 00:23:51
LITE,2025-08-20 00:23:51
QXO,2025-08-20 00:23:51
UAMY,2025-08-20 00:23:51
BH,2025-08-20 00:23:51
HOOD,2025-08-20 00:23:51
CRDO,2025-08-20 00:23:51
GSK,2025-08-20 00:23:51
UEC,2025-08-20 00:23:51
ADPT,2025-08-20 00:23:51
USPH,2025-08-20 00:23:51
INFY,2025-08-20 00:23:51
JUNS,2025-08-20 00:23:51
BRK-B,2025-08-20 00:23:51
NEOG,2025-08-20 00:23:51
SFL,2025-08-20 00:23:51
NKE,2025-08-20 00:23:51
CHEF,2025-08-20 00:23:51
BINI,2025-08-20 00:23:51
MSTR,2025-08-20 00:23:51
JANX,2025-08-20 00:23:51
SBRA,2025-08-20 00:23:51
IBKR,2025-08-20 00:23:51
ITOS,2025-08-20 00:23:51
HRTG,2025-08-20 00:23:51
AAL,2025-08-20 00:23:51
SNDK,2025-08-20 00:23:51
CNXC,2025-08-20 00:23:51
CORZ,2025-08-20 00:23:51
JKHY,2025-08-20 00:23:51
OLED,2025-08-20 00:23:51
SNY,2025-08-20 00:23:51
STGW,2025-08-20 00:23:51
CL,2025-08-20 00:23:51
BMRN,2025-08-20 00:23:51
BTI,2025-08-20 00:23:51
CLSK,2025-08-20 00:23:51
EYE,2025-08-20 00:23:51
AMCR,2025-08-20 00:23:51
DAVA,2025-08-20 00:23:51
IBIO,2025-08-20 00:23:51
DDOG,2025-08-20 00:23:51
ALGN,2025-08-20 00:23:51
AXP,2025-08-20 00:23:51
YB,2025-08-20 00:23:51
SPOK,2025-08-20 00:23:51
LFVN,2025-08-20 00:23:51
REGN,2025-08-20 00:23:51
SANM,2025-08-20 00:23:51
CRWV,2025-08-20 00:23:51
DEFT,2025-08-20 00:23:51
DLTR,2025-08-20 00:23:51
DQ,2025-08-20 00:23:51
VIVK,2025-08-20 00:23:51
FE,2025-08-20 00:23:51
LIVN,2025-08-20 00:23:51
LINC,2025-08-20 00:23:51
INOD,2025-08-20 00:23:51
ABSI,2025-08-20 00:23:51
KNX,2025-08-20 00:23:51
LUV,2025-08-20 00:23:51
CGBD,2025-08-20 00:23:51
NNN,2025-08-20 00:23:51
EXPE,2025-08-20 00:23:51
MO,2025-08-20 00:23:51
EQR,2025-08-20 00:23:51
UPS,2025-08-20 00:23:51
VLTO,2025-08-20 00:23:51
FOX,2025-08-20 00:23:51
FUBO,2025-08-20 00:23:51
HAS,2025-08-20 00:23:51
HOLX,2025-08-20 00:23:51
INDI,2025-08-20 00:23:51
KC,2025-08-20 00:23:51
POOL,2025-08-20 00:23:51
DYN,2025-08-20 00:23:51
ON,2025-08-20 00:23:51
VCYT,2025-08-20 00:23:51
LKQ,2025-08-20 00:23:51
MDGL,2025-08-20 00:23:51
BZFD,2025-08-20 00:23:51
RILYZ,2025-08-20 00:23:51
RKT,2025-08-20 00:23:51
PSIG,2025-08-20 00:23:51
CDE,2025-08-20 00:23:51
WRB,2025-08-20 00:23:51
NOVT,2025-08-20 00:23:51
IQV,2025-08-20 00:23:51
DOCU,2025-08-20 00:23:51
TOST,2025-08-20 00:23:51
G,2025-08-20 00:23:51
SBUX,2025-08-20 00:23:51
WBD,2025-08-20 00:23:51
KRG,2025-08-20 00:23:51
F,2025-08-20 00:23:51
GLAD,2025-08-20 00:23:51
EVTC,2025-08-20 00:23:51
HLN,2025-08-20 00:23:51
FOXA,2025-08-20 00:23:51
AEVA,2025-08-20 00:23:51
ABEV,2025-08-20 00:23:51
GILD,2025-08-20 00:23:51
BCRX,2025-08-20 00:23:51
CCCC,2025-08-20 00:23:51
CHE,2025-08-20 00:23:51
MT,2025-08-20 00:23:51
TRIP,2025-08-20 00:23:51
ACT,2025-08-20 00:23:51
HLMN,2025-08-20 00:23:51
JPM,2025-08-20 00:23:51
DELL,2025-08-20 00:23:51
EH,2025-08-20 00:23:51
FGEN,2025-08-20 00:23:51
CFFN,2025-08-20 00:23:51
GAMB,2025-08-20 00:23:51
CMCSA,2025-08-20 00:23:51
IMAB,2025-08-20 00:23:51
CEVA,2025-08-20 00:23:51
FLEX,2025-08-20 00:23:51
ARWR,2025-08-20 00:23:51
DAN,2025-08-20 00:23:51
NSP,2025-08-20 00:23:51
SAIL,2025-08-20 00:23:51
SEI,2025-08-20 00:23:51
SUN,2025-08-20 00:23:51
ZWS,2025-08-20 00:23:51
ROL,2025-08-20 00:23:51
CPNG,2025-08-20 00:23:51
TTAN,2025-08-20 00:23:51
FOLD,2025-08-20 00:23:51
OPEN,2025-08-20 00:23:51
SHOO,2025-08-20 00:23:51
KSS,2025-08-20 00:23:51
PDD,2025-08-20 00:23:51
PGY,2025-08-20 00:23:51
RLX,2025-08-20 00:23:51
SGML,2025-08-20 00:23:51
SNPS,2025-08-20 00:23:51
STRK,2025-08-20 00:23:51
SUPN,2025-08-20 00:23:51
SYF,2025-08-20 00:23:51
TIGR,2025-08-20 00:23:51
UDMY,2025-08-20 00:23:51
WDC,2025-08-20 00:23:51
HUT,2025-08-20 00:23:51
QFIN,2025-08-20 00:23:51
STRO,2025-08-20 00:23:51
CENTA,2025-08-20 00:23:51
CDNS,2025-08-20 00:23:51
OMEX,2025-08-20 00:23:51
ONC,2025-08-20 00:23:51
HRMY,2025-08-20 00:23:51
EA,2025-08-20 00:23:51
O,2025-08-20 00:23:51
EBC,2025-08-20 00:23:51
CPAY,2025-08-20 00:23:51
TE,2025-08-20 00:23:51
BB,2025-08-20 00:23:51
KSPI,2025-08-20 00:23:51
HON,2025-08-20 00:23:51
CCOI,2025-08-20 00:23:51
SEG,2025-08-20 00:23:51
TDUP,2025-08-20 00:23:51
SRRK,2025-08-20 00:23:51
COLB,2025-08-20 00:23:51
KMB,2025-08-20 00:23:51
XFOR,2025-08-20 00:23:51
OKTA,2025-08-20 00:23:51
OMC,2025-08-20 00:23:51
CNX,2025-08-20 00:23:51
TENB,2025-08-20 00:23:51
CCCS,2025-08-20 00:23:51
BLBD,2025-08-20 00:23:51
BSY,2025-08-20 00:23:51
PTC,2025-08-20 00:23:51
LPLA,2025-08-20 00:23:51
ADC,2025-08-20 00:23:51
PZZA,2025-08-20 00:23:51
MFIN,2025-08-20 00:23:51
CSGP,2025-08-20 00:23:51
HLNE,2025-08-20 00:23:51
NEM,2025-08-20 00:23:51
BZ,2025-08-20 00:23:51
CAR,2025-08-20 00:23:51
CAG,2025-08-20 00:23:51
COR,2025-08-20 00:23:51
MCD,2025-08-20 00:23:51
JXG,2025-08-20 00:23:51
GLBE,2025-08-20 00:23:51
AYTU,2025-08-20 00:23:51
TRMD,2025-08-20 00:23:51
ORI,2025-08-20 00:23:51
AUR,2025-08-20 00:23:51
RBRK,2025-08-20 00:23:51
CPB,2025-08-20 00:23:51
NICE,2025-08-20 00:23:51
NXPI,2025-08-20 00:23:51
AMZN,2025-08-20 00:23:51
MTCH,2025-08-20 00:23:51
MD,2025-08-20 00:23:51
SMR,2025-08-20 00:23:51
MOGO,2025-08-20 00:23:51
ABT,2025-08-20 00:23:51
HUMA,2025-08-20 00:23:51
LIDR,2025-08-20 00:23:51
RSG,2025-08-20 00:23:51
EVGO,2025-08-20 00:23:51
NTR,2025-08-20 00:23:51
OCGN,2025-08-20 00:23:51
LBRDK,2025-08-20 00:23:51
CTVA,2025-08-20 00:23:51
SGHC,2025-08-20 00:23:51
TRMB,2025-08-20 00:23:51
TXN,2025-08-20 00:23:51
UUUU,2025-08-20 00:23:51
WLFC,2025-08-20 00:23:51
XOS,2025-08-20 00:23:51
ZBRA,2025-08-20 00:23:51
FBRT-PE,2025-08-20 00:23:51
GMAB,2025-08-20 00:23:51
INO,2025-08-20 00:23:51
ALKS,2025-08-20 00:23:51
HAL,2025-08-20 00:23:51
MNMD,2025-08-20 00:23:51
SLDE,2025-08-20 00:23:51
IMTX,2025-08-20 00:23:51
GEO,2025-08-20 00:23:51
ALEC,2025-08-20 00:23:51
VNOM,2025-08-20 00:23:51
UNCY,2025-08-20 00:23:51
KRMN,2025-08-20 00:23:51
NIO,2025-08-20 00:23:51
CCJ,2025-08-20 00:23:51
INCY,2025-08-20 00:23:51
CLDX,2025-08-20 00:23:51
QUBT,2025-08-20 00:23:51
TTD,2025-08-20 00:23:51
XPO,2025-08-20 00:23:51
NGD,2025-08-20 00:23:51
XPEV,2025-08-20 00:23:51
DKNG,2025-08-20 00:23:51
COHR,2025-08-20 00:23:51
COHU,2025-08-20 00:23:51
BN,2025-08-20 00:23:51
OXSQ,2025-08-20 00:23:51
HLF,2025-08-20 00:23:51
RDDT,2025-08-20 00:23:51
PAYX,2025-08-20 00:23:51
ADBE,2025-08-20 00:23:51
ADD,2025-08-20 00:23:51
ZM,2025-08-20 00:23:51
TCOM,2025-08-20 00:23:51
BTAI,2025-08-20 00:23:51
MANH,2025-08-20 00:23:51
SAIA,2025-08-20 00:23:51
DSGX,2025-08-20 00:23:51
BILI,2025-08-20 00:23:51
BL,2025-08-20 00:23:51
AES,2025-08-20 00:23:51
LVO,2025-08-20 00:23:51
HBAN,2025-08-20 00:23:51
BUD,2025-08-20 00:23:51
FUTU,2025-08-20 00:23:51
SIGI,2025-08-20 00:23:51
TGT,2025-08-20 00:23:51
SRPT,2025-08-20 00:23:51
DASH,2025-08-20 00:23:51
GDS,2025-08-20 00:23:51
MARA,2025-08-20 00:23:51
QRHC,2025-08-20 00:23:51
QSG,2025-08-20 00:23:51
PRG,2025-08-20 00:23:51
RAY,2025-08-20 00:23:51
RF,2025-08-20 00:23:51
CHWY,2025-08-20 00:23:51
CVE,2025-08-20 00:23:51
WTW,2025-08-20 00:23:51
NTNX,2025-08-20 00:23:51
POWL,2025-08-20 00:23:51
JNJ,2025-08-20 00:23:51
JOBY,2025-08-20 00:23:51
EVRG,2025-08-20 00:23:51
OSW,2025-08-20 00:23:51
IREN,2025-08-20 00:23:51
PNC,2025-08-20 00:23:51
QMMM,2025-08-20 00:23:51
TEAM,2025-08-20 00:23:51
TXRH,2025-08-20 00:23:51
WBA,2025-08-20 00:23:51
WEN,2025-08-20 00:23:51
DB,2025-08-20 00:23:51
ASB,2025-08-20 00:23:51
TSSI,2025-08-20 00:23:51
KMDA,2025-08-20 00:23:51
ORLY,2025-08-20 00:23:51
CAVA,2025-08-20 00:23:51
KT,2025-08-20 00:23:51
OPK,2025-08-20 00:23:51
AFRM,2025-08-20 00:23:51
C,2025-08-20 00:23:51
CIVI,2025-08-20 00:23:51
NOV,2025-08-20 00:23:51
UAL,2025-08-20 00:23:51
PCH,2025-08-20 00:23:51
AR,2025-08-20 00:23:51
TECK,2025-08-20 00:23:51
PSMT,2025-08-20 00:23:51
XYZ,2025-08-20 00:23:51
VRNT,2025-08-20 00:23:51
CFG,2025-08-20 00:23:51
CRML,2025-08-20 00:23:51
BKR,2025-08-20 00:23:51
ROG,2025-08-20 00:23:51
TROW,2025-08-20 00:23:51
TLN,2025-08-20 00:23:51
SLGN,2025-08-20 00:23:51
DHIL,2025-08-20 00:23:51
CORZW,2025-08-20 00:23:51
BTCT,2025-08-20 00:23:51
MBC,2025-08-20 00:23:51
PATH,2025-08-20 00:23:51
MX,2025-08-20 00:23:51
AAP,2025-08-20 00:23:51
AMPY,2025-08-20 00:23:51
ABEO,2025-08-20 00:23:51
APA,2025-08-20 00:23:51
CNP,2025-08-20 00:23:51
CSL,2025-08-20 00:23:51
UCTT,2025-08-20 00:23:51
EBR,2025-08-20 00:23:51
XNET,2025-08-20 00:23:51
PUK,2025-08-20 00:23:51
WMG,2025-08-20 00:23:51
AG,2025-08-20 00:23:51
PFE,2025-08-20 00:23:51
BITF,2025-08-20 00:23:51
EIX,2025-08-20 00:23:51
YETI,2025-08-20 00:23:51
EOLS,2025-08-20 00:23:51
VZ,2025-08-20 00:23:51
AVTR,2025-08-20 00:23:51
CHRW,2025-08-20 00:23:51
RL,2025-08-20 00:23:51
CRH,2025-08-20 00:23:51
AMX,2025-08-20 00:23:51
EPR,2025-08-20 00:23:51
AXON,2025-08-20 00:23:51
FINV,2025-08-20 00:23:51
EQX,2025-08-20 00:23:51
KLG,2025-08-20 00:23:51
PRMB,2025-08-20 00:23:51
RXT,2025-08-20 00:23:51
PRCT,2025-08-20 00:23:51
SMTC,2025-08-20 00:23:51
ENSC,2025-08-20 00:23:51
IINN,2025-08-20 00:23:51
LLYVK,2025-08-20 00:23:51
LRCX,2025-08-20 00:23:51
MASI,2025-08-20 00:23:51
PBI,2025-08-20 00:23:51
PROK,2025-08-20 00:23:51
BSGM,2025-08-20 00:23:51
EVH,2025-08-20 00:23:51
KINS,2025-08-20 00:23:51
PGEN,2025-08-20 00:23:51
KO,2025-08-20 00:23:51
EXEL,2025-08-20 00:23:51
OPRA,2025-08-20 00:23:51
LVS,2025-08-20 00:23:51
MDU,2025-08-20 00:23:51
METC,2025-08-20 00:23:51
MRP,2025-08-20 00:23:51
RGNX,2025-08-20 00:23:51
RIO,2025-08-20 00:23:51
TMDX,2025-08-20 00:23:51
TORO,2025-08-20 00:23:51
TTI,2025-08-20 00:23:51
FC,2025-08-20 00:23:51
HPE,2025-08-20 00:23:51
IBP,2025-08-20 00:23:51
IBRX,2025-08-20 00:23:51
GTBP,2025-08-20 00:23:51
PRVA,2025-08-20 00:23:51
SAND,2025-08-20 00:23:51
LNT,2025-08-20 00:23:51
VTYX,2025-08-20 00:23:51
ACCO,2025-08-20 00:23:51
TVTX,2025-08-20 00:23:51
PEG,2025-08-20 00:23:51
SB,2025-08-20 00:23:51
UNP,2025-08-20 00:23:51
CCNE,2025-08-20 00:23:51
LGND,2025-08-20 00:23:51
RIVN,2025-08-20 00:23:51
APAM,2025-08-20 00:23:51
IVDA,2025-08-20 00:23:51
NYMT,2025-08-20 00:23:51
NAK,2025-08-20 00:23:51
ETHZ,2025-08-20 00:23:51
RY,2025-08-20 00:23:51
ETR,2025-08-20 00:23:51
GAP,2025-08-20 00:23:51
PACB,2025-08-20 00:23:51
TROX,2025-08-20 00:23:51
VMD,2025-08-20 00:23:51
HOPE,2025-08-20 00:23:51
APLE,2025-08-20 00:23:51
BMY,2025-08-20 00:23:51
CCL,2025-08-20 00:23:51
EM,2025-08-20 00:23:51
TDOC,2025-08-20 00:23:51
ALC,2025-08-20 00:23:51
UPST,2025-08-20 00:23:51
PLD,2025-08-20 00:23:51
MGNI,2025-08-20 00:23:51
REAL,2025-08-20 00:23:51
VTEX,2025-08-20 00:23:51
WIMI,2025-08-20 00:23:51
PINS,2025-08-20 00:23:51
ULCC,2025-08-20 00:23:51
FCEL,2025-08-20 00:23:51
TLRY,2025-08-20 00:23:51
NAVI,2025-08-20 00:23:51
PTON,2025-08-20 00:23:51
BCSF,2025-08-20 00:23:51
WFRD,2025-08-20 00:23:51
ELDN,2025-08-20 00:23:51
AGI,2025-08-20 00:23:51
CNC,2025-08-20 00:23:51
CBOE,2025-08-20 00:23:51
BYND,2025-08-20 00:23:51
CERT,2025-08-20 00:23:51
