date,revenue,net_income,operating_income,gross_profit,total_assets,current_assets,total_liabilities,current_liabilities,stockholders_equity,cash,long_term_debt,cost_of_revenue,operating_expenses,research_development,income_tax_expense,pretax_income,interest_expense,net_ppe,accumulated_depreciation,intangible_assets,goodwill,other_noncurrent_assets,short_term_debt,long_term_debt_current,accounts_payable,accounts_receivable,inventory,deferred_revenue,accrued_liabilities,non_interest_current_liabilities,depreciation_amortization,capital_expenditures,net_income_ttm,roe,roic,roa,gross_margin,operating_margin,net_margin,debt_to_equity,debt_to_assets,equity_multiplier,current_ratio,quick_ratio,inventory_turnover,days_inventory,receivables_turnover,days_receivables,asset_turnover,revenue_yoy_growth,revenue_qoq_growth,gross_profit_yoy_growth,gross_profit_qoq_growth,operating_income_yoy_growth,operating_income_qoq_growth,net_income_yoy_growth,net_income_qoq_growth,total_assets_yoy_growth,total_assets_qoq_growth,stockholders_equity_yoy_growth,stockholders_equity_qoq_growth,revenue_ttm,revenue_ttm_yoy_growth,net_income_ttm_yoy_growth,roe_ttm,roe_trend,roa_ttm,roa_trend,roic_ttm,roic_trend,gross_margin_ttm,gross_margin_trend,operating_margin_ttm,operating_margin_trend,net_margin_ttm,net_margin_trend,interest_coverage,days_payable,cash_conversion_cycle,revenue_forecast,operating_income_forecast,operating_margin_forecast
2011-03-26,,5987000000.0,7874000000.0,10218000000.0,94904000000.0,46997000000.0,33427000000.0,24327000000.0,61477000000.0,15978000000.0,,14449000000.0,2344000000.0,581000000.0,1913000000.0,,,,,507000000.0,741000000.0,3885000000.0,,,13714000000.0,5798000000.0,930000000.0,3591000000.0,7022000000.0,,,,19552000000.0,38.78403173816018,,25.732918314567556,,,,54.37318021373847,35.221908454859644,1.5437318021373847,1.9318863813869362,1.8936572532576972,18.429846938775512,19.80483078413731,,,,,,81.65333333333334,-0.7768498737618978,97.88891681326966,0.6004854989140052,94.76252439817827,-0.28314457028647544,66.33191370033475,9.409513269235203,56.239198942767096,12.45929828412542,,,80.83610802811691,36.583917871208996,,23.479601952476113,,,,,,,,,,,244.7816457886359,,,,
2011-06-25,,7308000000.0,9379000000.0,11922000000.0,106758000000.0,46898000000.0,37415000000.0,26859000000.0,69343000000.0,12091000000.0,,16649000000.0,2543000000.0,628000000.0,2243000000.0,,,,,1169000000.0,741000000.0,3440000000.0,,,15270000000.0,6102000000.0,889000000.0,3992000000.0,7597000000.0,,,,23607000000.0,41.985167268394186,,27.532758349224125,,,,53.956419537660615,35.0465538882332,1.5395641953766062,1.7460813879891284,1.7129826129044268,18.185690879300928,20.070724968466575,,,,,,94.29595827900911,16.67645331767469,121.51629664619743,19.113538227076443,124.65416538579773,22.064473024887256,64.94090382387022,12.490516732698298,60.84757950407089,12.795029035248962,,,92.91493012993382,38.212689869179734,,24.941713260421846,,,,,,,,,,,260.217880953811,,,,
2011-09-24,,6623000000.0,9379000000.0,11380000000.0,116371000000.0,44988000000.0,39756000000.0,27970000000.0,76615000000.0,9815000000.0,,16649000000.0,2543000000.0,628000000.0,2243000000.0,,,7777000000.0,3991000000.0,3536000000.0,896000000.0,3556000000.0,,,14632000000.0,5369000000.0,776000000.0,4091000000.0,9247000000.0,,,,25922000000.0,41.67323119463692,25.351250555992742,27.06495296365516,,,,51.890621940873196,34.16315061312527,1.518906219408732,1.6084376117268502,1.5806936002860208,18.225506294471813,20.02687849120067,,,,,,51.49094781682641,-4.546217077671533,121.51629664619743,0.0,53.7372330547818,-9.373289545703333,54.78366120000533,9.004477416212374,60.31261116109727,10.486999408736274,,,84.9853707271819,39.81013427697142,,25.996937840222532,,25.351250555992742,,,,,,,,,292.0942699261217,,,,
2011-12-31,,13064000000.0,17340000000.0,20703000000.0,138681000000.0,54771000000.0,48627000000.0,34607000000.0,90054000000.0,10310000000.0,,25630000000.0,3363000000.0,758000000.0,4413000000.0,,,7777000000.0,3991000000.0,3472000000.0,896000000.0,4281000000.0,,,18221000000.0,8930000000.0,1236000000.0,4886000000.0,11500000000.0,,,,32982000000.0,45.5804311774461,42.398712433068184,29.262320171411083,,,,53.997601439136524,35.06392368096567,1.5399760143913652,1.5826566879533042,1.5469413702430144,24.167845355964168,15.102711666016386,,,,,,101.03903670615652,81.9244288224956,121.54082023763894,84.88111738991364,117.58827448367755,97.2520006039559,59.877567960157705,19.171443057119042,64.7349357918999,17.540951510800753,,,98.22104693791694,42.00571534465935,,27.39823744971448,,33.87498149453046,,,,,,,,,231.57491221225126,,,,
2012-03-31,,11622000000.0,15384000000.0,18564000000.0,150934000000.0,50712000000.0,48436000000.0,32036000000.0,102498000000.0,10121000000.0,,20622000000.0,3180000000.0,841000000.0,3910000000.0,,,8847000000.0,5094000000.0,3604000000.0,1141000000.0,4992000000.0,,,17011000000.0,7042000000.0,1102000000.0,5247000000.0,9778000000.0,,,,38617000000.0,47.10108248208568,37.663815544812195,31.416623955613044,,,,47.255556205974756,32.09084765526654,1.4725555620597475,1.5829691596953428,1.5485703583468597,20.29724409448819,17.98273688294055,,,,,,81.6793893129771,-10.33183596580206,95.37719075438152,-11.280276816608993,94.1205946216803,-11.037966932026944,59.03860743488156,8.835384803974588,66.72576736015094,13.8183756412819,,,97.5092062193126,44.08497803064072,,28.819163859975852,,35.1379261779577,,,,,,,,,271.90924740568323,,,,
2012-06-30,,8824000000.0,11573000000.0,14994000000.0,162896000000.0,51943000000.0,51150000000.0,33060000000.0,111746000000.0,7945000000.0,,20029000000.0,3421000000.0,876000000.0,3037000000.0,11861000000.0,,10487000000.0,5718000000.0,4329000000.0,1132000000.0,5438000000.0,,,16808000000.0,7657000000.0,1122000000.0,5822000000.0,10430000000.0,,,,40133000000.0,44.32406164924429,24.718618989562792,29.76629310153011,,,,45.77345050382117,31.40040271093213,1.4577345050382116,1.5711736237144585,1.5372353297035692,19.91944306315266,18.32380548205103,,,,,,25.767488676396578,-19.23076923076923,23.392685787397372,-24.77249089963599,20.74438970990695,-24.075030115298567,52.58434965061167,7.925318351067356,61.14964740492912,9.022615075416107,,,70.00465963485408,44.66970162585325,,29.37754754805235,,32.53309938085898,,,,,,,,,292.2879324978781,,,,
2012-09-29,,8223000000.0,11573000000.0,14401000000.0,176064000000.0,57653000000.0,57854000000.0,38542000000.0,118210000000.0,10746000000.0,0.0,20029000000.0,3421000000.0,876000000.0,3037000000.0,11861000000.0,,15452000000.0,6435000000.0,4224000000.0,1135000000.0,5478000000.0,,,21175000000.0,10930000000.0,791000000.0,5953000000.0,11414000000.0,,,,41733000000.0,42.841524445014755,24.90200055027438,28.54172722143382,,,,48.941713898993314,32.859641948382404,1.489417138989933,1.4958486845519174,1.4753256188054589,25.56349712827058,14.278171651105897,,,,,,26.546572934973646,-3.95491529945311,23.392685787397372,0.0,24.158236448739245,-6.810970081595647,51.2954258363338,8.083685296139876,54.2909351954578,5.784547097882697,,,60.99452202762132,44.96177493844771,,29.746741112497013,,32.420786879429386,,,,,,,,,326.26578960507265,,,,
2012-12-29,,13078000000.0,17210000000.0,21060000000.0,196088000000.0,72348000000.0,68742000000.0,46879000000.0,127346000000.0,16154000000.0,0.0,33452000000.0,3850000000.0,1010000000.0,4594000000.0,17672000000.0,0.0,15422000000.0,7792000000.0,4462000000.0,1381000000.0,5183000000.0,,,26398000000.0,11598000000.0,1455000000.0,7274000000.0,13207000000.0,,,,41747000000.0,38.405703771849126,32.2257535189787,24.940780060280375,,,,53.98049408697564,35.05670923258945,1.5398049408697565,1.543292305723245,1.5122549542439045,24.862133036046078,14.680960779624538,,,,,,1.7243877698884136,46.23984445524616,-0.7497116493656253,48.708200120971235,0.10716472749541239,59.04171227046091,41.395000036053965,11.373137041075964,41.410709130077514,7.728618560189493,,,26.575101570553628,43.16809308704846,,28.666356084714337,,29.87754715090702,,,,,,,,,243.42244110964964,,,,
2013-03-30,,9547000000.0,12558000000.0,16349000000.0,194743000000.0,63337000000.0,59253000000.0,35508000000.0,135490000000.0,12053000000.0,0.0,27254000000.0,3791000000.0,1119000000.0,3358000000.0,12905000000.0,0.0,15026000000.0,9168000000.0,4136000000.0,1400000000.0,5294000000.0,,,14912000000.0,7084000000.0,1245000000.0,7265000000.0,13331000000.0,,,,39672000000.0,33.339496109047516,23.035972674512532,22.953219334812555,,,,43.73237877334121,30.42625408872206,1.437323787733412,1.7837388757463106,1.74867635462431,23.224541968470387,15.716133411609306,,,,,,-11.931695755225169,-22.369420702754038,-18.36973478939158,-27.030796048808835,-17.854069867492683,-26.999541214252943,29.02526932301537,-0.6859165272734669,32.1879451306367,6.395175349049054,,,2.7319574280757264,39.727696493788926,,26.550504929514215,,26.2205864333321,,,,,,,,,213.76486020400674,,,,
2013-06-29,,6900000000.0,9201000000.0,13024000000.0,199856000000.0,68219000000.0,76502000000.0,36319000000.0,123354000000.0,11248000000.0,16958000000.0,22299000000.0,3823000000.0,1178000000.0,2535000000.0,9435000000.0,53000000.0,16327000000.0,10562000000.0,4353000000.0,1522000000.0,5421000000.0,,,15516000000.0,8839000000.0,1697000000.0,7333000000.0,13470000000.0,,,,37748000000.0,32.11229264142918,15.132450775674588,20.812014820042343,,,,62.01825640027887,38.278560563605794,1.6201825640027887,1.8783281478014262,1.8316032930422093,15.82050372472508,23.07132606843356,,,,,,-13.138588768840865,-20.337635329377946,-20.495982027132122,-26.73196368848543,-21.804170444242978,-27.725987221116576,22.689323249189663,2.62551157166111,10.387843860182922,-8.957118606539227,,,-5.9427403882092005,36.674754241835146,,24.311935359142275,,23.824044379860048,,,,,,,,173.60377358490567,264.5468406655007,,,,
2013-09-28,,7512000000.0,9201000000.0,13871000000.0,207000000000.0,73286000000.0,83451000000.0,43658000000.0,123549000000.0,14259000000.0,16960000000.0,22299000000.0,3823000000.0,1178000000.0,2535000000.0,9435000000.0,53000000.0,16597000000.0,11922000000.0,4179000000.0,1577000000.0,5146000000.0,0.0,,22367000000.0,13102000000.0,1764000000.0,7435000000.0,13856000000.0,,,,37037000000.0,30.639603903060486,14.643420180332178,19.337238685963705,,,,67.54486074351067,40.314492753623185,1.6754486074351067,1.6786385084062485,1.6382335425351597,17.45518590998043,20.91069106237948,,,,,,-3.6802999791681112,6.503378378378377,-20.495982027132122,0.0,-8.646479387085005,8.869565217391306,17.570883315158127,3.574573693059002,4.516538363928602,0.15808161875576765,,,-11.252486042220788,33.624274106346576,,22.010813225274745,,21.2593992873745,,,,,,,,173.60377358490567,356.3574599757837,,,,
2013-12-28,,13072000000.0,17463000000.0,21846000000.0,225184000000.0,80347000000.0,95500000000.0,53769000000.0,129684000000.0,14077000000.0,16961000000.0,35748000000.0,4383000000.0,1330000000.0,4637000000.0,17709000000.0,84000000.0,15488000000.0,13800000000.0,4105000000.0,2022000000.0,5091000000.0,0.0,,29588000000.0,14200000000.0,2122000000.0,8357000000.0,15824000000.0,,,1985000000.0,37031000000.0,28.814535268256623,27.158582253637586,17.580565525361287,,,,73.64054162425589,42.409762682961485,1.7364054162425588,1.4942996894121148,1.454834570105451,19.987699189264745,18.261231397560703,,,,,,3.7321937321937337,57.49405233941316,1.4700755374781993,89.7945875448321,-0.04587857470561563,74.01490947816826,14.83823589408837,8.784541062801932,1.8359430213748418,4.965641162615642,,,-11.296620116415546,31.22648198044845,,20.17075959154497,,19.99260647103922,,,,,,,,207.89285714285714,285.818647197046,,,,
2014-03-29,,10223000000.0,13593000000.0,17947000000.0,205989000000.0,70541000000.0,85810000000.0,43208000000.0,120179000000.0,18949000000.0,16962000000.0,27699000000.0,4354000000.0,1422000000.0,3595000000.0,13818000000.0,85000000.0,15120000000.0,15286000000.0,3928000000.0,2055000000.0,5106000000.0,0.0,,18914000000.0,9700000000.0,1829000000.0,8310000000.0,15984000000.0,,,1985000000.0,37707000000.0,29.496732102836088,20.77217672098248,18.81906111815378,,,,71.40182561013155,41.657564238867124,1.7140182561013155,1.632591186817256,1.5902610627661544,18.02147039687703,20.253619264233368,,,,,,9.774298122209313,-17.84766089902041,8.241758241758234,-22.161140697474657,7.080758353409444,-21.794675642594864,5.774790364737115,-8.52414025863294,-11.300464978965241,-7.329354430770185,,,-4.953115547489418,30.265790978895595,,19.137220037380278,,19.426657482656708,,,,,,,,159.91764705882352,222.86887613271236,,,,
2014-06-28,,7748000000.0,10282000000.0,14735000000.0,222520000000.0,67949000000.0,101580000000.0,46205000000.0,120940000000.0,12977000000.0,29030000000.0,22697000000.0,4453000000.0,1603000000.0,2736000000.0,10484000000.0,100000000.0,17585000000.0,16868000000.0,3767000000.0,2374000000.0,4160000000.0,2010000000.0,,20535000000.0,10788000000.0,1594000000.0,8396000000.0,15264000000.0,,,1985000000.0,38555000000.0,31.56442646974547,14.960752411538511,18.25624562001629,,,,83.99206217959319,45.64982922883336,1.8399206217959319,1.4705984200844064,1.4360999891786603,13.793375873594652,26.46197735383531,,,,,,13.137285012285016,-17.89714158355157,11.74872296489513,-24.35812550577503,12.289855072463762,-24.21011444781376,11.340164918741502,8.025185810892822,-1.9569693726997128,0.6332221103520608,,,2.1378616085620417,30.128824435974668,,18.498277737373765,,19.38373289162269,,,,,,,,102.82,289.87564435828523,,,,
2014-09-27,,8467000000.0,10282000000.0,16009000000.0,231839000000.0,68531000000.0,120292000000.0,63448000000.0,111547000000.0,13844000000.0,28987000000.0,22697000000.0,4453000000.0,1603000000.0,2736000000.0,10484000000.0,100000000.0,20624000000.0,18391000000.0,4142000000.0,4616000000.0,3764000000.0,6308000000.0,0.0,30196000000.0,17460000000.0,2111000000.0,8491000000.0,18453000000.0,,,1985000000.0,39510000000.0,33.61180113655698,16.38466428907546,18.00660378863319,,,,107.83974468161404,51.88600709975457,2.0783974468161404,1.0801128483167317,1.0468415080065565,11.71458064516129,31.15775212583161,,,,,,15.413452526854599,8.64608076009501,11.74872296489513,0.0,12.712992545260926,9.279814145585963,11.99951690821257,4.18793816286176,-9.714364341273507,-7.766661154291388,,,6.677106677106681,30.87187374434879,,18.165619013041137,,19.81904391880851,,,,,,,,102.82,422.64385161034494,,,,
2014-12-27,,18024000000.0,24246000000.0,29741000000.0,261894000000.0,83403000000.0,138566000000.0,73611000000.0,123328000000.0,19478000000.0,32504000000.0,44858000000.0,5495000000.0,1895000000.0,6392000000.0,24416000000.0,131000000.0,20392000000.0,20355000000.0,4370000000.0,4629000000.0,3608000000.0,3899000000.0,0.0,38001000000.0,16709000000.0,2283000000.0,8987000000.0,22724000000.0,,,3217000000.0,44462000000.0,35.14615907545887,39.21885563947183,18.256624195714032,,,,112.35566943435391,52.90919226862777,2.1235566943435393,1.1330235970167502,1.1020092105799404,20.366855845629967,17.921273797315973,,,,,,36.13933900942965,85.77675057779999,38.84212334650403,135.81015366660182,37.88249694002448,112.87350891697176,16.30222395907346,12.963737766294713,-4.901144320039485,10.56146736353285,,,20.06697091625935,32.45477969614935,,18.334633680629324,,22.83411226526707,,,,,,,,185.08396946564886,274.97865486646754,,,,
2015-03-28,,13569000000.0,18278000000.0,23656000000.0,261194000000.0,67891000000.0,132188000000.0,58729000000.0,129006000000.0,14489000000.0,40072000000.0,34354000000.0,5378000000.0,1918000000.0,4995000000.0,18564000000.0,163000000.0,20151000000.0,22309000000.0,4061000000.0,4711000000.0,3937000000.0,3799000000.0,0.0,23159000000.0,10905000000.0,2396000000.0,8944000000.0,22827000000.0,,,3217000000.0,47808000000.0,38.371491060858396,29.583600047636416,20.466498138844948,,,,102.46655194332047,50.60912578390009,2.0246655194332046,1.1560046995521804,1.115207137870558,16.26224852071006,22.444620713745124,,,,,,31.810330417339937,-20.459971083689187,34.46626940336939,-24.614369380516376,32.73011836055952,-24.717043941411454,26.799974755933565,-0.26728371020336983,7.344877224806323,4.603982874935131,,,26.788129525021876,34.67346943565493,,18.746492935802113,,25.036968096930558,,,,,,,,112.13496932515338,223.50592361879256,,,,
2015-06-27,,10677000000.0,14083000000.0,19681000000.0,273151000000.0,70953000000.0,147474000000.0,65285000000.0,125677000000.0,15319000000.0,40072000000.0,29924000000.0,5598000000.0,2034000000.0,3796000000.0,14473000000.0,201000000.0,21149000000.0,24395000000.0,3779000000.0,5044000000.0,4081000000.0,4499000000.0,2500000000.0,26474000000.0,10370000000.0,2042000000.0,9088000000.0,22724000000.0,,,3217000000.0,50737000000.0,41.14639298993987,23.056824378813484,20.47204698277688,,,,117.3436667011466,53.98991766458845,2.1734366670114658,1.0868193306272498,1.0555410890709964,16.45984598459846,22.17517711535891,,,,,,33.56633864947405,-16.8033479878255,36.96751604746158,-22.95108874056242,37.803304078471854,-21.313287640946278,22.753460363113433,4.577823380322665,3.9168182569869314,-2.5805001317768195,,,31.596420697704588,37.068961065703526,,19.300443276492263,,27.060986088749296,,,,,,,,70.06467661691542,286.69771755112953,,,,
2015-09-26,,11124000000.0,14083000000.0,20548000000.0,290345000000.0,89378000000.0,170990000000.0,80610000000.0,119355000000.0,21120000000.0,40072000000.0,29924000000.0,5598000000.0,2034000000.0,3796000000.0,14473000000.0,201000000.0,22471000000.0,26786000000.0,3893000000.0,5116000000.0,5422000000.0,8499000000.0,2500000000.0,35490000000.0,16849000000.0,2349000000.0,8940000000.0,25181000000.0,,,3217000000.0,53394000000.0,46.24819187360872,22.580503762163577,20.45026274263478,,,,143.2616982950023,58.89200778384336,2.432616982950023,1.1087706239920605,1.079630318819005,13.418834080717488,27.20057478946665,,,,,,28.352801549128625,4.405263960164629,36.96751604746158,0.0,31.380654304948628,4.186569261028383,25.235616095652592,6.29468682157488,6.999740019901934,-5.030355594102343,,,35.14047076689446,40.228058749966465,,19.91135801499266,,28.609945957021324,,,,,,,,70.06467661691542,400.6046985697099,,,,
2015-12-26,,18361000000.0,24171000000.0,30423000000.0,293284000000.0,76219000000.0,165017000000.0,76092000000.0,128267000000.0,16689000000.0,40072000000.0,45449000000.0,6252000000.0,2404000000.0,6212000000.0,24573000000.0,276000000.0,22300000000.0,29042000000.0,3924000000.0,5202000000.0,7974000000.0,7259000000.0,2500000000.0,33312000000.0,12953000000.0,2451000000.0,8989000000.0,24032000000.0,,,3612000000.0,53731000000.0,42.71229555436316,42.80073159240613,19.35631455136911,,,,128.65117294393727,56.26525824797807,2.2865117294393724,1.0016690322241497,0.969458024496662,19.20109843683988,19.009329138154854,,,,,,2.2931306950001673,48.058205178119515,-0.30932937391734416,71.63246467372008,1.8697292498890405,65.05753326141676,11.985765233262313,1.0122440544868994,4.004767773741569,7.466800720539557,,,20.847015428905593,42.11959286969254,,20.18628060390643,,29.505414945254902,,,,,,,,87.57608695652173,286.3566305089221,,,,
