,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"버스,",,,,,,,,,,,,
,,,,,,,,,,,,
트럭(화물자동차) 에 장착하는 신품 타이어입니다.,,,,,,,,,,,,
,,,,,,,,,,,,
"즉, 우리가 도로에서 흔히 보는 버스/트럭 바퀴(공기압 타이어) 중 새로운 고무 타이어(리트레드 안된 것) 가 이 코드에 해당됩니다.",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
🔍 관련 특징,,,,,,,,,,,,
,,,,,,,,,,,,
"HS Code 4011 자체가 “New pneumatic tires, of rubber” (새로운 고무 공기타이어) 카테고리이며,",,,,,,,,,,,,
,,,,,,,,,,,,
그중 401120은 그 용도가 버스 및 트럭(화물차) 으로 특화된 코드입니다.,,,,,,,,,,,,
,,,,,,,,,,,,
"승용차용은 401110,",,,,,,,,,,,,
"항공기용은 401130,",,,,,,,,,,,,
자전거나 오토바이용은 401140~401150 등이 따로 분류됩니다.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
🚚 사용처,,,,,,,,,,,,
,,,,,,,,,,,,
대형 차량 운송에 사용되는 타이어:,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"시내·광역 버스, 고속버스, 관광버스",,,,,,,,,,,,
,,,,,,,,,,,,
"1톤 트럭, 대형 화물차, 탱크로리, 트레일러",,,,,,,,,,,,
,,,,,,,,,,,,
"이러한 차량들은 주행거리도 길고 무게가 무거워서, 타이어의 품질과 내구성이 매우 중요합니다.",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
🇰🇷 한국에서의 상황,,,,,,,,,,,,
,,,,,,,,,,,,
"대표적으로 금호타이어, 한국타이어앤테크놀로지(한국타이어), 넥센타이어 등이 이 제품을 생산하고 국내외로 수출합니다.",,,,,,,,,,,,
,,,,,,,,,,,,
401120은 한국 타이어 수출 HS코드 통계에서 매우 큰 비중을 차지하는 품목입니다.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
경제적으로 실제적 관련성 높은 기업),,,,,,,,,,,,
,,,,,,,,,,,,
종목코드,기업명,관련성 유형,,,,,,,,,,
A073240,금호타이어,✅ 직접 (타이어 제조),,,,,,,,,,
A161390,한국타이어앤테크놀로지,✅ 직접 (타이어 제조),,,,,,,,,,
A005560,넥센타이어,✅ 직접 (타이어 제조),,,,,,,,,,
A010690,화신,⚠️ 간접 (차체 부품),,,,,,,,,,
A012340,현대모비스,"⚠️ 간접 (모듈, AS부품)",,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"전체적으로 한국타이어, 넥센타이어 투자매력 별로임 일단 수출금액 증가가 박스권에 머물 것으로 ",,,,,,,,,,,,
"예상이 되고 관세 관련 불확실성도 너무 높음, 또한 PSR 도 0.2~0.25로 시장에서 외면 받고 있음 ",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
코드,품명,관련성 유형,,,,,,,,,,
740911,"정련동(99.9% Cu)의 두께 0.15mm 초과 판, 시트, 스트립","✅ PCB, 전기모터, 열교환기, 배관, 각종 전기전자·기계 부품 소재",,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
기업,구분,관련 이유,,,,,,,,,,
이구산업 (A025820),✅ 직접,"동, 황동 압연제품(판, 시트, 스트립 포함) 제조. HS740911과 정확히 맞는 품목 다수 생산",,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
📦 HS Code: 760711,,,,,,,,,,,,
,,,,,,,,,,,,
✅ 국제 HS 품목명 (영문),,,,,,,,,,,,
,,,,,,,,,,,,
"Aluminium foil, not backed, rolled but not further worked, of a thickness not exceeding 0.2 mm",,,,,,,,,,,,
,,,,,,,,,,,,
✅ 한국어로 해석하면,,,,,,,,,,,,
,,,,,,,,,,,,
"알루미늄박 (알루미늄 포일), 뒷면이 덧대어지지 않은 것, 압연하였으나 그 이상 가공하지 않은 것, 두께 0.2mm 이하",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
구분,내용,,,,,,,,,,,
📌 품명,알루미늄 포일 (알루미늄박),,,,,,,,,,,
🏗️ 형태,"뒷면에 종이, 플라스틱 같은 backing(덧대기)이 없는 순수 알루미늄박",,,,,,,,,,,
⚙️ 가공도,"압연(롤링)까지만 되어 있고, 추가적인 에칭·코팅·접착은 하지 않음",,,,,,,,,,,
📏 두께,0.2 mm 이하,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
🛠️ 이 제품이 어디에 쓰이나?,,,,,,,,,,,,
,,,,,,,,,,,,
알루미늄 포일(알루미늄박)은 매우 다양한 산업에서 사용됩니다.,,,,,,,,,,,,
,,,,,,,,,,,,
"📦 식품 포장 (초콜릿, 커피 포장, 레토르트 파우치 등)",,,,,,,,,,,,
,,,,,,,,,,,,
⚡ 전기·전자용 (리튬이온 배터리 음극/양극 집전체 foil),,,,,,,,,,,,
,,,,,,,,,,,,
"🧊 단열재/보온재 (건축용, 파이프 보온)",,,,,,,,,,,,
,,,,,,,,,,,,
🏠 주방용 알루미늄 호일,,,,,,,,,,,,
,,,,,,,,,,,,
"🚗 자동차 열교환기, 라디에이터",,,,,,,,,,,,
,,,,,,,,,,,,
🏭 케이블 차폐(Shielding)용,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"🔍 760711 (알루미늄박, Foil ≤0.2mm)과 실제적으로 연관된 상장사는:",,,,,,,,,,,,
,,,,,,,,,,,,
삼아알미늄(A006110),,,,,,,,,,,,
,,,,,,,,,,,,
조일알미늄(A018470),,,,,,,,,,,,
,,,,,,,,,,,,
동국알앤에스(A075970),,,,,,,,,,,,
,,,,,,,,,,,,
이 3곳이 대표적으로 식품포장·산업용·배터리용 알루미늄박을 직접 제조·판매 하며 ,,,,,,,,,,,,
HS760711 품목과 직접적으로 일치합니다.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
코드,품목,,,,,,,,,,,
852492,"소리·영상 재생용을 제외한 기타 현상(데이터 등) 기록용 자기 매체 (마그네틱 테이프, 디스크)",,,,,,,,,,,
사용,"데이터센터 백업 LTO 테이프, 산업/과학 데이터 기록 장치",,,,,,,,,,,
,,,,,,,,,,,,
관련 기업 없음 ,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
📦 HS Code: 853224,,,,,,,,,,,,
,,,,,,,,,,,,
✅ 국제 HS 품목명 (영문),,,,,,,,,,,,
,,,,,,,,,,,,
"“Electrical capacitors, fixed, ceramic dielectric, multilayer”",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
✅ 한국어로 해석하면,,,,,,,,,,,,
,,,,,,,,,,,,
"고정식 전기 축전기(콘덴서), 세라믹 유전체, 다층(Multilayer)",,,,,,,,,,,,
,,,,,,,,,,,,
즉,,,,,,,,,,,,
,,,,,,,,,,,,
"다층 세라믹 콘덴서(MLCC, Multi Layer Ceramic Capacitor)",,,,,,,,,,,,
를 지칭합니다.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
🔍 구체적으로 어떤 제품인가요?,,,,,,,,,,,,
,,,,,,,,,,,,
항목,내용,,,,,,,,,,,
⚙️ 구성,내부에 세라믹 유전체(Ceramic dielectric) 와 전극을 교대로 적층하여 만든 다층 구조의 콘덴서,,,,,,,,,,,
🚀 장점,- 소형·박형 설계 가능,,,,,,,,,,,
,,,,,,,,,,,,
높은 정전용량과 내전압,,,,,,,,,,,,
,,,,,,,,,,,,
낮은 누설 전류,,,,,,,,,,,,
,,,,,,,,,,,,
고주파 특성 우수 (낮은 ESL/ESR),,,,,,,,,,,,
"| 📱 사용처 | 스마트폰, TV, 노트북, 자동차(ADAS, EV), 5G 통신장비, 의료기기 등 거의 모든 전자회로 |",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
✅ MLCC가 왜 중요한가요?,,,,,,,,,,,,
,,,,,,,,,,,,
"스마트폰 1대에 약 1,000~1,500개의 MLCC 사용",,,,,,,,,,,,
,,,,,,,,,,,,
"전기차 1대에는 최소 10,000개 이상 MLCC 사용",,,,,,,,,,,,
,,,,,,,,,,,,
"전원공급 안정화, 노이즈 제거(필터링), 고주파 바이패스 등에 필수",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
🇰🇷 한국에서의 상황,,,,,,,,,,,,
,,,,,,,,,,,,
"삼성전기, LG이노텍 : 세계 MLCC Top 5 제조사",,,,,,,,,,,,
,,,,,,,,,,,,
"MLCC는 일본(무라타, TDK), 한국(삼성전기, LG이노텍), 대만(YAGEO), 중국(삼화콘덴서, WALSIN) 이 글로벌 시장 대부분을 차지",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
✅ 요약 정리,,,,,,,,,,,,
,,,,,,,,,,,,
🇰🇷 한국에서의 상황,,,,,,,,,,,,
,,,,,,,,,,,,
"삼성전기, 삼성전자, LG이노텍 등은 주로 MLCC(세라믹 콘덴서) 를 생산하고,",,,,,,,,,,,,
,,,,,,,,,,,,
"탄탈륨 콘덴서는 주로 수입에 의존(AVX, KEMET, Vishay 등 미국·유럽 계열).",,,,,,,,,,,,
,,,,,,,,,,,,
다만 일부 한국 EMS/조립업체는 탄탈륨 콘덴서를 해외에서 구매해 PCB 조립함.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
✅ 요약 정리,,,,,,,,,,,,
,,,,,,,,,,,,
항목,내용,,,,,,,,,,,
📌 HS Code,853223,,,,,,,,,,,
🏷️ 품목명,"고정식 전기 축전기, 탄탈륨 전해콘덴서",,,,,,,,,,,
⚙️ 특징,"높은 정전용량, 낮은 ESR, 소형, 안정성 높음",,,,,,,,,,,
🚀 사용,"스마트폰, SSD, 네트워크 장비, 항공·의료",,,,,,,,,,,
🌎 주요 공급사,"AVX, KEMET, Vishay (해외)",,,,,,,,,,,
🇰🇷 한국 상황,대부분 수입해 사용 (MLCC는 국산 주력),,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
✅ 종합 결론,,,,,,,,,,,,
,,,,,,,,,,,,
분류,상장사,,,,,,,,,,,
✅ 직접 관련,"삼화콘덴서 (A001820) — MLCC(853224) 직접 제조, 대표적인 관련 상장사",삼성전기는 35% 수준의 상관계소 ,,,,,,,,,,
⚠️ 간접 (MLCC 수요 산업),"아이티엠반도체, 에스에이엠티, 제이씨현시스템, 유비쿼스, 위닉스 등",,,,,,,,,,,
❌ 무관,"나머지 대부분 — 금융, 식품, 제약, 건설 등 MLCC와 전혀 직접 연결되지 않음",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
📦 HS Code: 870340,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
✅ 국제 HS 품목명 (영문),,,,,,,,,,,,
,,,,,,,,,,,,
"""Motor vehicles for the transport of persons, with only spark-ignition internal combustion reciprocating piston engine, of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc""",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
✅ 한국어로 풀어쓰면,,,,,,,,,,,,
,,,,,,,,,,,,
1500cc 초과 3000cc 이하의 점화식(가솔린) 왕복 피스톤 내연 기관을 장착한 승용차,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
🔍 구체적으로 어떤 제품인가?,,,,,,,,,,,,
,,,,,,,,,,,,
항목,내용,,,,,,,,,,,
🚗 차종,"주로 가솔린 승용차 (세단, SUV, 해치백, 쿠페, 왜건 등)",,,,,,,,,,,
⚙️ 배기량 범위,"1500cc ~ 3000cc (즉, 준중형 ~ 대형 가솔린 차량 대부분 포함)",,,,,,,,,,,
🔥 엔진 종류,"점화식(Spark-ignition), 즉 가솔린 엔진",,,,,,,,,,,
❌ 포함되지 않는 것,"디젤(Compression-ignition) 차량, 하이브리드/전기차, 1500cc 이하 소형 가솔린 차량, 3000cc 초과 대배기량 차량",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
🏗️ 주요 사용,,,,,,,,,,,,
,,,,,,,,,,,,
"일반 승용차, 패밀리카, 고급 세단, 중형 SUV",,,,,,,,,,,,
,,,,,,,,,,,,
"한국에서 예를 들면 쏘나타(2.0), K5(2.0), 그랜저(2.5), 쏘렌토(2.5 가솔린), GV70(2.5 터보) 등이 해당 범위에 포함됩니다.",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
🇰🇷 한국에서의 주요 특징,,,,,,,,,,,,
,,,,,,,,,,,,
한국 자동차 수출 통계에서 가장 큰 비중을 차지하는 품목군 중 하나,,,,,,,,,,,,
,,,,,,,,,,,,
"주요 수출국 : 미국, 캐나다, 중동, 호주 등",,,,,,,,,,,,
,,,,,,,,,,,,
HS 코드별로 분류되어 관세/FTA 세율 등을 산정할 때 중요한 기준,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
분류,관련 종목 예시,,,,,,,,,,,
✅ 직접 관련,"한라홀딩스, 영신금속, 지엠비코리아, 넥센타이어, 평화산업, 한국단자, 세기상사, 금호타이어, 한국타이어, HDC현대EP, 유성기업, 대원산업, 세종공업 등",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
코드,품목,,,,,,,,,,,
294130,"테트라사이클린(Tetracyclines) 및 그 유도체, 그들의 염",,,,,,,,,,,
(영문 HS),"""Tetracyclines and their derivatives; salts thereof""",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
🔍 구체적으로 어떤 제품인가요?,,,,,,,,,,,,
,,,,,,,,,,,,
✅ 기본 정의,,,,,,,,,,,,
,,,,,,,,,,,,
"2941 은 ""항생물질(antibiotics)"" 그룹입니다.",,,,,,,,,,,,
,,,,,,,,,,,,
그 중 294130 은:,,,,,,,,,,,,
,,,,,,,,,,,,
"테트라사이클린 계열 항생제 및 그 유도체, 그 염(salts)",,,,,,,,,,,,
,,,,,,,,,,,,
"즉,",,,,,,,,,,,,
,,,,,,,,,,,,
테트라사이클린(Tetracycline) 이라는 항생제와,,,,,,,,,,,,
,,,,,,,,,,,,
"그 화학적으로 조금 변형된 유도체(옥시테트라사이클린, 미노사이클린, 독시사이클린 등),",,,,,,,,,,,,
,,,,,,,,,,,,
그리고 이들의 염 형태,,,,,,,,,,,,
,,,,,,,,,,,,
를 모두 포함합니다.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
🚑 주요 용도,,,,,,,,,,,,
,,,,,,,,,,,,
사용 분야,설명,,,,,,,,,,,
🦠 의약품,"세균성 감염(폐렴, 요도염, 여드름 등)에 처방되는 광범위 항생제",,,,,,,,,,,
🐷 수의약품,"가축(돼지, 닭 등) 사료 첨가제 또는 동물 치료",,,,,,,,,,,
🔬 연구,"박테리아 저항성 실험, 세포 배양 시 오염 방지",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
⚠️ 주의사항,,,,,,,,,,,,
,,,,,,,,,,,,
과용 시 내성 문제(항생제 내성 박테리아),,,,,,,,,,,,
,,,,,,,,,,,,
"사람용, 동물용 모두 규제 대상",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
🇰🇷 한국에서의 상황,,,,,,,,,,,,
,,,,,,,,,,,,
"국내에서는 주로 수입 원료(테트라사이클린, 독시사이클린, 옥시테트라사이클린 등) 을 들여와",,,,,,,,,,,,
